Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Season,VegetationType,Heatwave,Drought,Lightning,Classes
16.7,56.9,14.4,0.1,53.5,43.5,134.5,14.0,77.4,9.4,Spring,Forest,0,0,0,not fire
24.6,64.7,9.4,1.9,48.2,67.3,244.1,16.4,165.7,14.3,Autumn,Agriculture,0,0,0,not fire
19.3,60.2,8.7,2.6,52.3,53.7,196.7,14.5,137.9,10.0,Spring,Shrubland,0,1,0,not fire
30.9,38.7,18.7,6.8,68.6,68.4,287.6,24.0,190.1,18.0,Autumn,Grassland,0,0,1,fire
23.7,21.8,14.0,4.7,71.5,77.9,281.4,19.2,213.5,16.8,Winter,Agriculture,0,1,0,not fire
26.4,59.9,28.1,2.0,73.1,55.9,223.6,28.3,147.8,17.4,Summer,Forest,0,0,0,fire
42.9,74.5,4.1,1.1,65.4,86.9,311.4,15.8,212.8,17.0,Summer,Forest,1,0,1,fire
37.6,55.3,21.2,1.0,77.1,79.5,323.5,26.3,218.9,18.5,Autumn,Grassland,0,0,1,not fire
24.6,65.2,25.7,0.9,61.5,59.0,245.6,24.4,162.8,17.5,Summer,Grassland,0,0,0,fire
29.1,42.1,17.5,1.1,70.1,101.2,390.9,24.3,272.0,21.3,Summer,Grassland,0,0,0,not fire
32.6,50.5,9.3,2.4,66.8,65.2,270.6,20.6,173.8,16.1,Summer,Shrubland,0,0,0,not fire
32.3,53.5,7.7,0.4,65.2,100.2,435.0,19.5,271.5,17.4,Summer,Grassland,0,0,0,fire
34.2,28.3,16.1,3.8,80.9,112.2,437.5,25.1,287.2,19.1,Summer,Agriculture,0,0,0,fire
41.7,60.5,16.3,3.7,80.3,106.7,387.2,26.0,249.4,18.9,Summer,Shrubland,0,0,0,fire
40.4,55.9,14.2,0.4,75.3,83.3,326.3,21.5,219.9,16.6,Autumn,Shrubland,0,0,0,not fire
27.5,21.1,13.5,1.4,75.5,97.9,380.9,23.9,260.9,19.4,Autumn,Grassland,0,0,0,fire
25.5,48.0,9.7,0.2,63.8,68.8,297.5,19.0,170.7,16.5,Winter,Forest,0,0,0,not fire
39.1,71.6,11.0,0.1,68.5,92.0,330.2,23.2,207.7,17.1,Spring,Forest,0,0,0,not fire
25.1,65.0,21.0,2.7,72.4,51.4,205.7,25.1,155.2,18.0,Summer,Forest,0,1,0,fire
29.8,53.5,21.1,0.2,75.0,74.8,301.3,26.1,188.8,18.1,Winter,Shrubland,0,0,0,not fire
30.8,52.7,19.7,1.6,70.7,52.6,224.2,24.0,155.1,15.5,Winter,Grassland,0,0,0,not fire
33.5,59.9,20.2,1.8,78.7,88.0,372.8,28.1,247.8,22.2,Autumn,Forest,0,1,0,fire
34.4,58.7,23.9,0.1,82.4,72.8,305.7,28.0,216.5,20.5,Spring,Forest,0,0,0,fire
28.4,54.1,14.3,1.2,65.7,71.8,249.6,20.2,185.4,15.2,Summer,Grassland,0,0,0,fire
36.1,35.9,16.0,0.9,78.6,99.7,357.0,25.8,246.1,21.0,Summer,Shrubland,0,0,0,not fire
46.2,30.1,16.8,0.6,91.8,138.6,489.9,29.9,349.8,25.4,Autumn,Shrubland,0,0,0,not fire
34.2,67.2,18.0,1.2,70.6,58.0,279.7,25.3,184.1,16.1,Winter,Grassland,1,1,0,fire
30.1,65.2,16.1,3.2,62.1,61.2,175.7,20.4,110.9,13.8,Spring,Forest,0,0,0,not fire
24.4,21.5,19.4,0.7,76.9,101.2,325.9,25.9,216.3,18.7,Summer,Agriculture,1,0,0,fire
30.9,59.4,15.0,0.8,72.8,76.3,316.9,22.8,191.8,18.3,Summer,Forest,0,0,0,fire
35.5,68.6,19.7,0.3,69.7,65.5,273.2,22.1,191.2,15.8,Spring,Grassland,0,1,0,fire
34.8,62.3,18.0,0.5,70.4,70.2,286.6,23.5,185.4,16.4,Spring,Agriculture,0,0,0,not fire
44.4,48.5,16.4,2.4,83.6,100.3,360.5,27.2,245.9,21.8,Winter,Shrubland,0,1,1,fire
28.6,72.6,22.2,2.1,65.4,54.7,245.7,25.3,156.8,15.4,Summer,Forest,0,0,0,fire
28.5,59.4,21.6,4.7,69.9,66.2,267.9,24.6,178.9,15.4,Autumn,Forest,0,0,1,fire
34.1,86.0,11.2,1.3,60.1,73.8,315.8,17.9,210.1,16.1,Autumn,Forest,0,0,0,not fire
26.5,54.2,10.3,1.6,60.1,68.0,303.4,20.5,194.4,17.2,Summer,Forest,0,0,0,not fire
44.0,43.8,20.3,1.0,89.5,130.8,434.7,27.9,294.9,21.3,Winter,Shrubland,0,0,0,fire
35.5,36.5,14.5,5.9,75.1,119.1,365.0,24.7,253.7,20.5,Winter,Grassland,0,0,0,not fire
27.2,45.7,11.7,0.1,66.6,68.9,210.4,19.2,143.8,15.1,Spring,Shrubland,0,0,0,not fire
43.8,51.0,17.6,0.2,87.6,99.1,348.1,28.5,246.1,21.0,Spring,Grassland,0,0,0,fire
41.1,30.5,15.1,0.5,84.5,109.1,370.1,25.4,259.5,20.5,Summer,Grassland,0,0,0,fire
31.6,48.9,11.6,1.2,72.3,76.2,301.0,21.6,208.5,16.1,Autumn,Grassland,0,0,0,not fire
33.0,34.1,12.9,2.6,75.0,112.3,350.5,24.6,244.2,15.7,Autumn,Forest,1,0,0,not fire
42.6,70.6,14.5,4.9,71.2,90.5,359.8,22.2,251.4,18.3,Winter,Grassland,1,0,0,not fire
22.8,59.9,18.6,0.7,62.6,39.3,194.9,21.1,138.0,15.3,Winter,Shrubland,0,0,0,not fire
26.6,33.0,17.1,0.1,66.1,71.9,294.9,22.3,206.7,17.3,Winter,Forest,0,0,0,not fire
43.1,64.9,23.1,3.0,84.7,97.6,302.7,27.9,206.9,18.5,Winter,Agriculture,0,1,0,fire
20.9,80.3,17.4,2.6,51.3,41.5,209.3,19.0,132.6,13.8,Summer,Shrubland,0,1,0,fire
36.6,45.9,20.6,0.3,81.2,107.0,327.8,27.9,227.8,19.0,Spring,Shrubland,0,0,1,fire
28.8,83.3,11.4,1.5,54.1,36.9,140.4,16.7,98.5,10.1,Summer,Grassland,0,0,0,not fire
27.1,11.8,14.2,0.3,74.8,92.3,288.2,22.7,203.4,19.0,Summer,Shrubland,0,0,1,not fire
37.2,42.3,16.8,0.7,80.8,98.8,372.3,25.1,245.5,20.8,Winter,Forest,0,0,0,not fire
28.6,41.3,17.1,1.6,70.6,79.2,317.8,24.2,202.0,17.2,Winter,Shrubland,0,1,0,not fire
35.5,54.4,18.6,0.1,79.0,71.9,282.4,24.5,178.1,16.3,Summer,Agriculture,0,0,0,fire
31.3,66.9,17.8,1.8,61.1,61.1,272.2,22.6,154.8,13.6,Spring,Grassland,0,1,0,not fire
25.1,28.6,19.9,1.6,76.9,84.8,342.6,27.1,224.0,20.3,Summer,Grassland,0,0,0,fire
30.7,71.3,10.5,0.3,62.0,65.2,282.8,19.6,195.3,14.6,Spring,Grassland,0,0,1,not fire
30.6,68.1,11.3,3.5,57.3,74.2,245.2,17.6,176.1,15.8,Summer,Forest,0,0,0,not fire
17.9,55.6,12.6,1.8,49.3,52.2,203.8,18.9,146.3,13.8,Summer,Grassland,0,0,0,not fire
27.9,43.7,10.7,0.2,62.9,70.1,292.2,16.3,200.0,13.7,Winter,Shrubland,0,0,0,not fire
26.0,100.0,17.0,1.8,49.8,28.2,151.4,18.1,110.0,12.1,Summer,Agriculture,0,0,0,not fire
34.7,39.6,17.6,2.3,83.6,100.6,371.1,26.5,257.9,19.8,Autumn,Agriculture,1,0,0,not fire
42.4,87.1,20.2,3.3,73.3,80.9,308.0,22.9,207.0,17.9,Winter,Grassland,0,0,1,not fire
47.1,21.5,12.5,0.8,95.3,152.0,516.4,27.5,323.6,24.4,Spring,Shrubland,0,0,0,fire
15.0,26.6,9.0,3.3,55.3,60.5,214.1,17.8,153.2,13.6,Spring,Grassland,0,1,0,fire
36.1,48.7,20.9,0.2,83.0,90.0,357.6,28.4,238.3,21.7,Winter,Agriculture,0,0,0,fire
26.1,75.9,13.5,0.6,49.0,48.8,220.5,16.6,134.1,12.9,Spring,Grassland,0,0,0,not fire
29.4,41.5,18.8,0.1,78.8,74.1,288.8,26.2,192.4,19.4,Summer,Forest,0,1,0,fire
32.9,36.8,13.6,2.0,76.5,110.5,415.7,23.6,286.9,21.4,Winter,Agriculture,0,1,0,fire
25.8,35.1,12.3,1.4,62.5,73.0,281.4,20.1,206.4,17.0,Winter,Agriculture,0,0,0,not fire
40.5,58.9,13.2,1.4,77.8,104.1,350.4,24.6,236.9,20.1,Winter,Shrubland,0,0,0,not fire
39.2,50.7,18.2,2.2,78.0,94.8,279.8,23.4,204.2,16.9,Summer,Grassland,0,0,0,fire
29.0,49.9,11.1,4.8,63.9,71.2,248.9,21.6,174.5,15.9,Spring,Forest,0,1,1,fire
25.8,66.3,10.5,0.8,62.1,63.8,213.7,17.3,155.9,11.8,Autumn,Forest,0,0,0,not fire
33.5,70.3,18.2,4.4,67.0,84.1,326.4,23.5,208.6,19.1,Spring,Forest,0,0,1,not fire
31.8,49.9,21.7,0.3,79.6,98.4,396.3,26.1,278.2,22.5,Autumn,Agriculture,1,0,0,not fire
31.0,48.0,15.5,0.0,71.0,85.6,282.9,22.0,194.1,17.5,Winter,Shrubland,0,0,0,not fire
34.9,74.9,16.5,0.6,68.2,55.8,147.2,21.9,92.2,12.1,Spring,Grassland,0,0,0,not fire
34.5,30.4,6.4,0.9,77.0,109.1,413.6,20.1,280.4,18.5,Winter,Agriculture,0,0,0,not fire
31.3,48.5,14.6,1.3,70.9,74.1,292.7,22.7,177.0,16.5,Winter,Forest,0,0,0,not fire
37.8,62.8,11.2,1.3,72.5,75.0,263.4,20.4,177.0,14.3,Winter,Grassland,0,0,0,not fire
36.7,46.2,13.0,0.2,78.9,93.3,292.5,25.2,184.2,18.5,Summer,Shrubland,0,0,0,not fire
30.8,39.1,15.2,0.4,74.3,91.1,258.2,24.4,172.7,16.1,Summer,Shrubland,0,0,0,not fire
33.1,55.2,23.8,0.7,80.0,66.4,198.8,29.6,125.8,17.7,Summer,Shrubland,0,0,0,not fire
46.4,69.9,21.6,1.6,75.9,95.2,378.5,25.7,251.9,18.7,Summer,Agriculture,0,0,0,fire
22.9,42.2,17.2,2.1,57.5,50.1,162.0,19.4,122.2,15.0,Summer,Grassland,0,0,0,fire
29.4,57.6,15.3,0.5,71.7,70.5,319.6,23.0,198.7,17.3,Autumn,Shrubland,0,0,0,not fire
15.6,86.0,13.2,0.4,47.1,14.2,108.3,19.2,64.0,10.2,Autumn,Shrubland,1,0,0,not fire
21.9,60.9,21.0,0.7,66.4,52.8,172.7,26.6,119.2,16.0,Spring,Forest,0,0,0,not fire
36.2,47.9,9.8,0.7,70.4,81.2,315.3,21.6,213.8,18.4,Spring,Shrubland,0,0,0,not fire
30.6,56.1,25.1,1.8,72.4,70.5,330.8,27.6,221.1,20.0,Summer,Forest,0,1,0,fire
31.5,73.3,16.7,1.1,67.4,48.2,253.7,22.2,163.1,16.4,Winter,Grassland,0,0,0,not fire
39.4,36.1,9.5,3.2,79.1,94.2,387.1,22.8,265.6,18.4,Summer,Grassland,0,0,0,not fire
32.3,68.5,14.4,0.6,63.5,59.1,236.2,20.8,170.7,15.6,Autumn,Shrubland,0,0,0,not fire
21.4,45.8,16.8,0.9,59.9,59.5,281.0,21.3,180.6,15.2,Spring,Agriculture,0,0,0,not fire
32.9,31.6,8.6,2.6,68.5,105.5,417.4,20.9,280.6,17.4,Autumn,Shrubland,0,0,0,not fire
39.7,42.8,12.6,2.7,80.7,106.5,359.4,25.9,245.0,18.8,Autumn,Shrubland,0,0,0,not fire
33.1,38.1,22.0,1.2,80.7,103.2,381.1,27.4,260.0,21.9,Summer,Forest,0,0,1,fire
31.1,55.3,13.0,1.0,69.6,93.5,308.2,21.2,221.9,18.8,Spring,Shrubland,0,0,0,not fire
20.2,82.5,18.9,3.5,49.6,20.9,57.6,18.5,42.4,8.1,Winter,Shrubland,0,1,0,not fire
37.6,56.6,15.0,0.4,76.7,94.0,358.3,23.4,224.0,18.1,Autumn,Agriculture,0,0,0,not fire
31.0,33.7,11.4,1.0,72.1,82.4,285.1,21.9,202.8,18.5,Winter,Grassland,1,0,0,not fire
33.4,47.4,7.2,0.2,65.9,71.1,293.7,19.4,187.6,15.1,Spring,Forest,0,0,1,not fire
45.4,26.2,13.4,0.2,93.3,125.8,413.8,29.1,298.8,24.5,Summer,Shrubland,0,0,0,fire
28.9,58.1,18.9,3.0,68.1,63.7,292.7,24.0,195.2,18.5,Autumn,Shrubland,0,1,0,fire
36.6,38.7,11.1,0.9,73.0,100.4,397.2,21.3,256.7,18.7,Summer,Grassland,0,0,0,not fire
31.3,53.7,8.1,3.9,59.4,60.1,262.3,16.2,154.3,11.7,Autumn,Shrubland,0,0,0,not fire
25.2,37.2,9.0,0.9,67.6,79.8,256.8,22.1,183.4,14.7,Spring,Agriculture,0,0,0,not fire
41.1,34.9,13.6,5.4,77.5,115.9,377.4,24.9,277.2,19.8,Summer,Forest,0,0,0,fire
41.9,89.1,6.5,5.1,56.8,62.9,235.1,15.7,159.1,14.8,Summer,Forest,1,0,0,fire
29.7,37.7,12.6,0.9,68.2,62.6,298.9,21.1,215.5,16.9,Summer,Agriculture,0,0,0,not fire
32.0,65.7,19.4,0.2,71.3,64.9,293.5,23.7,189.5,19.6,Summer,Agriculture,0,0,0,fire
38.2,50.3,21.8,0.5,82.1,91.6,243.7,27.0,190.1,20.0,Spring,Grassland,0,0,0,fire
28.9,66.0,16.1,0.3,62.6,66.1,273.3,19.0,188.4,17.0,Spring,Shrubland,0,0,0,not fire
39.7,81.3,10.5,4.2,65.3,83.0,273.1,23.3,180.1,16.2,Summer,Agriculture,0,0,0,not fire
31.7,53.3,10.1,3.7,65.4,81.4,283.8,21.8,190.6,15.8,Summer,Forest,0,0,0,not fire
25.7,26.9,25.0,1.9,73.3,74.7,308.0,27.3,208.4,18.0,Autumn,Agriculture,0,1,0,not fire
35.2,42.2,12.1,2.2,73.9,107.4,384.6,24.3,249.9,19.1,Winter,Grassland,0,0,1,not fire
29.3,39.9,7.3,4.1,60.9,88.5,357.1,18.4,244.2,17.6,Winter,Shrubland,0,1,0,not fire
34.5,40.7,13.8,1.2,80.0,94.2,297.6,25.7,196.3,16.9,Winter,Shrubland,0,1,0,fire
35.9,24.3,11.0,1.9,74.2,112.8,329.6,23.4,226.9,18.1,Winter,Agriculture,0,0,0,not fire
33.6,52.9,10.7,1.0,69.3,92.7,334.0,21.7,212.7,15.9,Autumn,Agriculture,0,0,0,not fire
30.8,43.2,10.7,1.5,72.2,76.5,218.2,22.0,151.4,15.7,Summer,Grassland,0,0,0,not fire
35.7,34.4,7.0,1.0,77.6,119.0,417.4,21.4,280.6,20.0,Winter,Agriculture,0,0,0,not fire
47.9,33.4,17.3,0.4,95.3,137.0,429.5,35.0,300.8,26.7,Winter,Forest,0,0,0,fire
37.4,21.5,18.8,0.7,91.4,110.8,420.6,29.4,278.5,23.0,Spring,Shrubland,0,0,0,fire
43.2,50.4,12.0,2.3,84.4,103.9,343.3,26.4,239.5,20.8,Spring,Grassland,0,0,0,fire
37.6,72.3,8.2,2.9,61.9,79.7,311.0,19.5,204.0,17.0,Summer,Agriculture,0,0,0,not fire
31.6,82.6,14.3,2.0,60.3,58.6,215.4,19.2,145.5,14.2,Winter,Shrubland,1,0,0,not fire
31.4,74.9,11.5,0.2,55.4,63.6,242.9,19.7,168.7,13.2,Winter,Grassland,1,0,0,not fire
31.4,25.3,14.6,0.0,74.3,96.7,310.4,24.2,216.8,19.3,Winter,Agriculture,0,0,0,not fire
20.3,47.5,20.0,0.1,69.1,45.0,213.7,21.7,128.2,13.6,Spring,Shrubland,1,0,0,not fire
27.0,5.0,18.0,5.1,81.1,100.9,411.5,27.5,264.2,21.3,Summer,Forest,0,1,0,fire
33.8,45.5,13.9,3.4,67.7,105.2,394.0,21.2,268.4,21.0,Winter,Grassland,0,0,0,not fire
23.8,88.3,7.9,1.6,44.6,14.0,76.3,14.7,45.5,8.0,Spring,Agriculture,0,1,0,not fire
43.5,30.7,18.4,1.1,93.1,114.2,374.3,27.5,252.9,21.4,Summer,Grassland,0,0,0,fire
38.5,40.8,9.7,4.9,67.3,98.1,344.5,19.8,220.8,16.4,Spring,Forest,0,1,0,fire
33.5,72.0,16.7,1.9,61.3,57.6,250.3,19.9,159.3,14.5,Winter,Shrubland,0,1,0,fire
40.6,64.5,26.3,2.4,86.1,88.2,338.3,29.8,221.9,20.5,Spring,Agriculture,0,0,0,fire
29.5,34.2,15.0,0.2,71.3,81.3,246.9,24.2,184.7,15.7,Winter,Grassland,0,0,0,not fire
41.0,41.4,5.9,1.6,80.2,119.7,365.4,22.5,260.6,18.3,Winter,Grassland,0,0,0,not fire
28.8,71.5,14.1,1.2,57.2,51.6,186.1,18.3,105.8,13.0,Autumn,Shrubland,0,0,0,not fire
32.8,12.5,8.3,2.1,75.6,112.8,405.4,21.3,294.3,20.9,Autumn,Forest,0,0,0,fire
44.4,59.3,12.0,1.0,77.5,100.9,339.0,24.1,233.8,19.0,Winter,Grassland,0,1,0,fire
29.0,42.1,15.8,0.7,71.8,65.6,331.0,24.3,214.1,18.8,Winter,Forest,0,0,0,not fire
31.2,46.2,14.1,0.9,74.0,72.6,231.4,22.2,161.7,15.3,Spring,Grassland,0,0,1,fire
35.8,61.1,18.6,0.8,70.5,72.8,228.6,24.9,126.3,14.0,Summer,Agriculture,0,1,0,fire
39.2,64.5,12.5,1.4,67.2,83.9,369.4,18.5,241.0,15.8,Autumn,Forest,0,0,0,not fire
35.7,73.0,14.6,0.4,73.8,78.2,297.9,21.7,209.9,16.0,Spring,Grassland,0,0,0,not fire
35.8,77.0,17.4,1.7,65.8,59.5,258.2,23.7,170.6,15.0,Summer,Shrubland,0,0,0,not fire
31.8,42.4,14.6,0.7,75.3,72.7,264.2,19.7,183.7,14.5,Spring,Grassland,1,0,0,fire
32.8,27.8,16.6,0.2,78.8,100.1,357.8,25.8,254.3,20.9,Spring,Shrubland,0,1,0,fire
31.2,41.1,23.8,0.0,79.3,83.0,289.9,26.4,205.1,18.0,Autumn,Shrubland,1,0,0,fire
32.2,62.6,14.6,2.0,65.7,57.0,226.4,18.2,157.6,12.4,Summer,Shrubland,0,0,1,fire
20.7,56.1,8.4,0.2,56.7,50.4,217.2,17.3,140.4,11.7,Winter,Shrubland,0,0,0,not fire
37.0,63.8,19.6,1.7,72.9,93.7,307.6,25.3,199.8,18.2,Autumn,Grassland,0,1,0,not fire
33.7,50.6,16.8,0.5,73.5,85.3,307.0,21.2,202.3,17.5,Summer,Agriculture,1,0,1,fire
30.1,69.3,20.6,0.1,71.8,68.5,272.4,22.6,196.4,15.8,Summer,Forest,0,1,1,fire
25.0,94.5,6.6,3.1,41.7,30.2,124.4,12.4,78.8,8.0,Autumn,Shrubland,0,0,0,not fire
24.7,50.9,17.9,1.2,67.7,58.3,279.3,19.3,174.4,14.9,Autumn,Agriculture,0,0,0,not fire
21.8,57.2,15.0,1.0,56.8,67.0,224.6,16.8,170.9,14.1,Winter,Forest,0,0,0,not fire
37.5,51.7,13.6,0.8,76.2,92.6,347.7,23.6,233.0,20.6,Winter,Grassland,0,0,0,not fire
25.3,47.5,20.1,1.7,68.0,68.0,272.8,24.1,183.7,16.3,Autumn,Forest,0,0,0,not fire
42.0,68.9,18.1,1.0,77.3,81.5,317.9,25.5,202.1,17.4,Winter,Agriculture,0,1,0,fire
38.7,5.0,16.1,0.7,92.3,133.8,508.4,29.1,336.0,24.8,Spring,Shrubland,0,0,0,fire
39.4,24.5,19.9,1.0,92.6,118.1,480.7,28.0,310.4,22.6,Winter,Agriculture,0,0,0,fire
32.1,59.2,10.8,0.3,65.4,79.3,265.5,19.2,177.7,14.8,Summer,Grassland,0,0,1,fire
47.2,86.7,13.6,1.3,72.2,83.4,352.0,25.6,214.1,18.9,Autumn,Forest,0,0,0,not fire
27.2,53.9,12.2,0.2,63.1,65.4,234.3,17.7,167.4,14.3,Summer,Shrubland,0,0,0,not fire
17.1,55.7,18.0,0.8,61.4,26.6,97.5,21.4,59.3,11.1,Summer,Shrubland,1,0,0,fire
36.9,56.8,17.9,3.8,70.5,89.7,288.3,25.5,178.2,17.3,Spring,Forest,0,0,0,fire
34.5,48.8,16.0,0.4,83.0,74.4,262.7,28.1,194.3,18.6,Summer,Grassland,0,0,0,fire
22.5,32.5,16.5,0.9,63.3,67.6,246.3,21.0,151.5,14.9,Autumn,Grassland,0,0,0,not fire
33.8,56.6,16.3,0.1,76.5,92.8,338.5,26.4,218.6,19.9,Summer,Agriculture,0,0,0,fire
25.7,76.3,13.0,0.0,59.7,43.8,173.3,18.5,112.7,11.5,Summer,Forest,0,0,1,fire
33.4,39.3,14.0,0.3,76.5,85.2,344.4,24.6,243.2,19.7,Summer,Shrubland,0,0,0,fire
35.6,57.7,10.9,0.2,74.4,91.4,321.5,23.7,219.1,19.4,Spring,Agriculture,1,0,1,fire
22.7,37.1,20.5,1.2,75.7,66.3,289.2,26.8,197.2,16.3,Spring,Forest,0,1,1,fire
41.7,90.1,15.1,1.4,67.2,87.7,320.0,20.2,207.0,15.4,Winter,Grassland,0,0,0,not fire
30.6,46.0,10.5,0.2,68.9,78.6,305.3,19.5,208.9,14.7,Summer,Grassland,1,0,0,fire
45.2,53.4,18.9,0.2,94.9,115.9,390.0,30.1,277.4,22.6,Autumn,Grassland,1,0,0,fire
33.6,24.6,22.4,0.1,87.2,104.9,386.4,29.8,259.8,21.9,Winter,Forest,0,0,0,fire
27.6,25.0,15.7,0.2,76.0,73.2,316.1,24.4,205.2,16.8,Summer,Grassland,1,0,0,fire
29.2,50.3,13.2,1.3,63.4,57.5,229.7,22.8,167.4,14.9,Autumn,Forest,0,0,0,not fire
37.8,64.8,13.3,0.3,75.5,100.7,376.8,24.9,253.4,20.1,Autumn,Forest,0,0,0,fire
32.2,58.2,8.6,0.7,68.4,79.8,311.2,18.9,207.8,16.6,Summer,Shrubland,1,1,1,fire
29.6,16.5,19.5,0.4,78.5,108.2,443.2,25.8,279.4,21.9,Summer,Grassland,0,0,0,fire
36.6,76.3,19.0,0.3,73.7,81.3,276.0,23.2,179.0,16.6,Autumn,Agriculture,0,0,0,not fire
48.6,65.9,20.3,1.6,87.6,109.8,416.8,29.6,271.7,21.7,Spring,Shrubland,0,1,0,fire
39.2,30.0,10.1,2.4,80.1,101.9,397.9,19.9,260.7,19.8,Summer,Forest,0,1,0,fire
28.8,37.6,13.5,1.4,70.2,66.5,303.2,22.9,189.3,17.2,Spring,Shrubland,0,0,0,fire
21.3,50.9,18.4,0.8,62.6,71.3,262.0,21.2,174.9,15.0,Winter,Shrubland,0,0,0,not fire
39.8,53.6,17.4,1.5,79.1,116.4,445.8,25.1,305.4,21.4,Winter,Shrubland,0,0,0,not fire
24.5,42.0,17.9,1.0,70.8,57.6,235.1,22.5,144.8,13.5,Autumn,Shrubland,0,0,0,not fire
31.3,45.9,15.9,0.9,72.2,86.7,317.2,25.2,225.8,20.3,Autumn,Grassland,1,0,0,fire
35.8,33.5,20.2,5.2,78.0,82.2,297.3,26.4,204.1,17.9,Summer,Agriculture,0,0,0,not fire
40.0,49.8,9.3,3.3,75.0,124.8,431.1,23.4,283.4,19.0,Autumn,Forest,0,0,0,fire
43.8,11.7,19.7,0.8,98.4,126.1,448.5,29.9,302.6,22.7,Spring,Forest,0,0,0,fire
27.8,74.4,18.3,0.8,59.4,46.7,228.1,19.4,153.8,13.5,Spring,Shrubland,0,1,0,fire
36.2,31.6,12.7,1.3,73.0,103.1,380.0,22.4,261.5,18.7,Spring,Agriculture,0,1,0,not fire
27.6,63.4,22.5,1.1,68.4,45.0,216.1,22.8,148.9,15.9,Autumn,Agriculture,0,0,0,not fire
37.6,52.6,14.6,1.1,72.0,86.8,328.0,23.7,221.5,17.6,Winter,Grassland,0,0,0,not fire
31.1,46.1,16.0,0.6,72.0,78.3,305.4,23.6,192.1,17.8,Summer,Agriculture,0,0,0,not fire
19.8,56.7,26.1,0.2,62.6,45.3,270.9,23.8,164.2,17.0,Spring,Grassland,0,0,0,not fire
25.8,62.9,17.5,1.2,58.5,61.4,246.5,23.1,164.8,16.7,Summer,Forest,0,1,0,fire
27.7,40.8,16.5,2.3,70.7,67.3,254.9,21.8,167.0,13.8,Summer,Grassland,0,0,0,not fire
28.4,47.3,21.8,0.5,74.0,72.9,269.9,27.7,187.0,18.3,Autumn,Forest,0,0,1,fire
26.4,42.6,13.2,0.0,67.4,69.3,265.4,23.5,170.8,17.0,Summer,Shrubland,0,0,0,not fire
39.3,49.0,11.9,1.5,75.5,110.2,403.8,25.8,277.1,20.5,Winter,Forest,1,0,0,fire
20.5,59.1,13.9,1.0,57.5,52.5,190.3,19.3,123.3,11.7,Summer,Forest,0,0,0,fire
27.8,71.2,13.4,0.8,63.5,42.9,207.2,18.0,139.9,12.7,Spring,Agriculture,0,0,0,not fire
23.9,52.8,19.7,0.1,65.6,65.3,292.8,23.3,206.2,17.0,Winter,Agriculture,0,0,0,not fire
45.5,60.5,11.9,1.2,79.7,115.7,408.6,26.2,248.5,21.0,Autumn,Forest,0,0,0,not fire
30.3,36.1,20.0,3.0,76.0,99.7,331.2,25.4,227.0,19.8,Summer,Forest,0,0,0,fire
31.6,37.4,13.0,1.1,72.9,63.9,207.9,22.2,129.9,14.9,Spring,Agriculture,0,1,1,fire
21.0,43.2,21.4,2.6,64.2,70.3,286.0,23.8,195.6,18.6,Summer,Agriculture,0,0,0,not fire
23.4,19.0,19.8,1.1,76.2,72.9,245.0,25.4,169.1,15.9,Spring,Forest,0,1,0,fire
20.4,66.4,10.5,0.2,57.0,30.9,132.3,18.9,76.5,11.2,Autumn,Grassland,0,0,0,not fire
35.3,65.7,9.8,3.8,65.0,83.4,329.3,18.6,242.8,17.4,Autumn,Agriculture,0,1,0,fire
43.9,62.8,20.1,1.0,83.0,104.8,307.9,26.7,212.1,19.8,Summer,Agriculture,0,0,0,fire
38.1,48.4,11.1,1.5,73.5,107.3,387.7,24.2,280.7,19.4,Spring,Agriculture,0,0,0,not fire
26.2,41.9,18.0,0.2,70.3,74.7,273.2,24.5,185.0,17.9,Autumn,Agriculture,1,0,0,not fire
24.2,37.5,13.0,2.0,63.9,55.7,239.2,17.7,154.2,12.6,Summer,Agriculture,1,0,0,fire
32.3,58.8,13.7,0.4,74.9,77.0,277.6,24.0,183.1,17.0,Spring,Shrubland,1,1,1,fire
31.3,34.2,14.7,1.8,73.2,86.5,266.2,23.4,185.6,17.6,Spring,Agriculture,0,0,0,not fire
26.9,59.5,20.6,1.1,68.7,80.1,324.4,23.9,227.3,19.1,Winter,Agriculture,1,1,1,fire
38.7,65.6,19.3,0.5,75.2,103.7,375.8,27.0,257.4,21.6,Summer,Grassland,0,0,0,fire
29.1,67.3,19.4,2.1,62.5,63.4,252.4,23.2,143.5,14.3,Autumn,Forest,0,1,0,fire
38.6,29.0,21.3,2.2,87.0,101.4,330.9,28.5,235.9,21.1,Winter,Agriculture,0,0,0,fire
41.7,39.7,20.1,0.4,85.4,93.1,352.3,28.2,246.0,21.9,Summer,Shrubland,1,0,0,fire
38.8,45.2,17.8,1.6,85.4,104.6,376.9,26.7,273.4,22.0,Autumn,Shrubland,0,0,0,fire
34.9,33.3,23.9,1.1,86.2,117.8,410.6,27.6,297.8,22.5,Autumn,Forest,0,0,0,fire
33.8,83.8,9.7,0.5,58.0,58.2,269.4,19.2,186.2,14.5,Spring,Forest,0,0,1,fire
35.7,66.7,22.0,0.8,77.3,76.0,266.4,27.4,177.3,18.6,Autumn,Forest,0,0,0,fire
27.5,66.5,17.3,0.2,68.8,35.9,167.5,24.3,110.6,13.8,Summer,Grassland,0,1,0,fire
